Source,Target,Type,Label,Weight,source type,target type,gender
Daniel Frymann,Brudermann,Undirected,,1,Figur,Genderrolle,Mann
Karl Hediger,Gelbschnabel,Undirected,,1,Figur,Genderrolle,Mann
Graubündner,Graubündner,Undirected,,1,Figur,Genderrolle,Mann
Graubündner,Männer,Undirected,,1,Figur,Genderrolle,Mann
Karl Hediger,Fähndrich,Undirected,,1,Figur,Genderrolle,Mann
Gott,Allmächtiger,Undirected,,1,Figur,Genderrolle,Mann
ein Schweizer,Schweizer,Undirected,,1,Figur,Genderrolle,Mann
ein Zürischer,Zürcher,Undirected,,1,Figur,Genderrolle,Mann
ein Berner,Berner,Undirected,,1,Figur,Genderrolle,Mann
ein Unterwaldner,Unterwaldner,Undirected,,1,Figur,Genderrolle,Mann
ein Neunburger,Neunburger,Undirected,,1,Figur,Genderrolle,Mann
ein Graubündner,Graubündner,Undirected,,1,Figur,Genderrolle,Mann
ein Basler,Basler,Undirected,,1,Figur,Genderrolle,Mann
der Empfangsredner,Empfangsredner,Undirected,,1,Figur,Genderrolle,Mann
Karl Hediger,Redner,Undirected,,1,Figur,Genderrolle,Mann
Chäpper Hediger,Chäppermann,Undirected,,1,Figur,Genderrolle,Mann
Karl Hediger,Buben,Undirected,,1,Figur,Genderrolle,Mann
der Unechte,Unechte,Undirected,,1,Figur,Genderrolle,Mann
der Ungrerechte,Ungerechte,Undirected,,1,Figur,Genderrolle,Mann
der Eitle,Eitle,Undirected,,1,Figur,Genderrolle,Mann
der Nichtige,Nichtige,Undirected,,1,Figur,Genderrolle,Mann
Mitbürger,Mitbürger,Undirected,,1,Figur,Genderrolle,Mann
die Redner,Redner,Undirected,,1,Figur,Genderrolle,Mann
ein Maulheld,Maulheld,Undirected,,1,Figur,Genderrolle,Mann
ein Mann,Manne,Undirected,,1,Figur,Genderrolle,Mann
Karl Hediger,Hausknecht,Undirected,,1,Figur,Genderrolle,Mann
Karl Hediger,Schauspieler,Undirected,,1,Figur,Genderrolle,Mann
ein Gegner,Gegner,Undirected,,1,Figur,Genderrolle,Mann
Karl Hediger,Zuwachs,Undirected,,1,Figur,Genderrolle,Genderneutral
Karl Hediger,Schößling,Undirected,,1,Figur,Genderrolle,Genderneutral
Tischgesellschaft,Landleute,Undirected,,1,Figur,Genderrolle,Genderneutral
Tischgesellschaft,Städter,Undirected,,1,Figur,Genderrolle,Genderneutral
Tischgesellschaft,Männer,Undirected,,1,Figur,Genderrolle,Mann
Tischgesellschaft,Weiber,Undirected,,1,Figur,Genderrolle,Frau
Tischgesellschaft,Alte,Undirected,,1,Figur,Genderrolle,Genderneutral
Tischgesellschaft,Jung,Undirected,,1,Figur,Genderrolle,Genderneutral
Tischgesellschaft,Gelehrte,Undirected,,1,Figur,Genderrolle,Genderneutral
Tischgesellschaft,Ungelehrte,Undirected,,1,Figur,Genderrolle,Genderneutral
Tischgesellschaft,Landmädchen,Undirected,,1,Figur,Genderrolle,Frau
Tischgesellschaft,Häuser,Undirected,,1,Figur,Genderrolle,Genderneutral
Zuschauenden,Zuschauer,Undirected,,1,Figur,Genderrolle,Mann
Tischgesellschaft,Essende,Undirected,,1,Figur,Genderrolle,Genderneutral
Zuschauenden,Vorsichtigen,Undirected,,1,Figur,Genderrolle,Genderneutral
Zuschauenden,Sparsamen,Undirected,,1,Figur,Genderrolle,Genderneutral
Tischgesellschaft,Allzuvornehmen,Undirected,,1,Figur,Genderrolle,Genderneutral
Zuschauenden,Armen,Undirected,,1,Figur,Genderrolle,Genderneutral
Zuschauenden,Kinder,Undirected,,1,Figur,Genderrolle,Genderneutral
Festwirt,Festwirt,Undirected,,1,Figur,Genderrolle,Mann
Aufwärter,Aufwärter,Undirected,,1,Figur,Genderrolle,Mann
Freundinnen Hermine,Freundinnen,Undirected,,1,Figur,Genderrolle,Frau
Basen Hermine,Basen,Undirected,,1,Figur,Genderrolle,Frau
ein Hauptredner,Hauptredner,Undirected,,1,Figur,Genderrolle,Mann
Tambour,Tambour,Undirected,,1,Figur,Genderrolle,Mann
ein Hauptredner,Redner,Undirected,,1,Figur,Genderrolle,Mann
Tischgesellschaft,Nachbarn,Undirected,,1,Figur,Genderrolle,Mann
Karl Hediger,Meister,Undirected,,1,Figur,Genderrolle,Mann
Hermine Frymann,Puppe,Undirected,,1,Figur,Genderrolle,Genderneutral
Karl Hediger,Narr,Undirected,,1,Figur,Genderrolle,Mann
Karl Hediger,Schütz,Undirected,,1,Figur,Genderrolle,Mann
Hermine Frymann,Närrin,Undirected,,1,Figur,Genderrolle,Frau
Karl Hediger,Sonntagsschützen,Undirected,,1,Figur,Genderrolle,Mann
Hermine Frymann,Wesen,Undirected,,1,Figur,Genderrolle,Genderneutral
Hermine Frymann,Begleiterin,Undirected,,1,Figur,Genderrolle,Frau
Tischgesellschaft,Volk,Undirected,,1,Figur,Genderrolle,Genderneutral
ein Bekannter,Bekannter,Undirected,,1,Figur,Genderrolle,Mann
Hermine Frymann,Schützin,Undirected,,1,Figur,Genderrolle,Frau
Karl Hediger,Held,Undirected,,1,Figur,Genderrolle,Mann
St. Gallerin,Alte,Undirected,,1,Figur,Genderrolle,Mann
St. Gallerin,St. Gallerin,Undirected,,1,Figur,Genderrolle,Frau
St. Gallerin,Thurgauerin,Undirected,,1,Figur,Genderrolle,Frau
St. Gallerin,Zürcher,Undirected,,1,Figur,Genderrolle,Mann
Berner Student,Berner Student,Undirected,,1,Figur,Genderrolle,Mann
St. Gallerin,Mädchen,Undirected,,1,Figur,Genderrolle,Frau
ein Gesell,Gesell,Undirected,,1,Figur,Genderrolle,Mann
Fünfzigjähriger,Fünfzigjähriger,Undirected,,1,Figur,Genderrolle,Mann
Bauern,Bauern,Undirected,,1,Figur,Genderrolle,Mann
Geselle,Vater,Undirected,,1,Figur,Genderrolle,Mann
Fünfzigjähriger,Junge,Undirected,,1,Figur,Genderrolle,Mann
Geselle,Uralte,Undirected,,1,Figur,Genderrolle,Mann
Fünfzigjähriger,Lämmlein,Undirected,,1,Figur,Genderrolle,Genderneutral
Fünfzigjähriger,Knabe,Undirected,,1,Figur,Genderrolle,Mann
die Franzosen,Franzosen,Undirected,,1,Figur,Genderrolle,Mann
Frau von Greis,Weibli,Undirected,,1,Figur,Genderrolle,Frau
Fünfzigjähriger,Burschli,Undirected,,1,Figur,Genderrolle,Mann
Fünfzigjähriger,Taugenichts,Undirected,,1,Figur,Genderrolle,Genderneutral
Fünfzigjähriger,Bären,Undirected,,1,Figur,Genderrolle,Genderneutral
Karl Hediger,Herrlein,Undirected,,1,Figur,Genderrolle,Mann
Fünfzigjähriger,Gegner,Undirected,,1,Figur,Genderrolle,Mann
Fünfzigjähriger,Entlebucher,Undirected,,1,Figur,Genderrolle,Mann
ein Junker,Junker,Undirected,,1,Figur,Genderrolle,Mann
ein Berghirt,Berghirt,Undirected,,1,Figur,Genderrolle,Mann
ein Schneiderskind,Schneiderskind,Undirected,,1,Figur,Genderrolle,Genderneutral
Karl Hediger,Bräutigam,Undirected,,1,Figur,Genderrolle,Mann
Aargauer,Wachposten,Undirected,,1,Figur,Genderrolle,Mann
Aargauer,Männer,Undirected,,1,Figur,Genderrolle,Mann
Aargauer,Rekrut,Undirected,,1,Figur,Genderrolle,Mann
Aargauer,Aargauer,Undirected,,1,Figur,Genderrolle,Mann
Aargauer,Bauernsohn,Undirected,,1,Figur,Genderrolle,Mann
Christoph Kolumbus,Welthelden,Undirected,,1,Figur,Genderrolle,Mann
Huldrych Zwingli,Welthelden,Undirected,,1,Figur,Genderrolle,Mann
