Source,Target,Type,Label,Weight,source type,target type,gender
Johanna,Person,Undirected,,1,Figur,Genderrolle,Genderneutral
Johanna,Frau,Undirected,,1,Figur,Genderrolle,Frau
Hausgenossen,Hausgenossenschaft,Undirected,,1,Figur,Genderrolle,Genderneutral
Frau Kruse,Frau,Undirected,,1,Figur,Genderrolle,Frau
Frau Kruse,Kruse,Undirected,,1,Figur,Genderrolle,Frau
Friedrich,Friedrich,Undirected,,1,Figur,Genderrolle,Mann
Johanna,Johanna,Undirected,,1,Figur,Genderrolle,Frau
Johanna,Landsmännin,Undirected,,1,Figur,Genderrolle,Frau
Christel,Christel,Undirected,,1,Figur,Genderrolle,Frau
Herr,Herrn,Undirected,,1,Figur,Genderrolle,Mann
Effi Briest,Frau,Undirected,,1,Figur,Genderrolle,Frau
Johanna; Christel,Mädchen,Undirected,,1,Figur,Genderrolle,Frau
Geert Instetten,Hausherrn,Undirected,,1,Figur,Genderrolle,Mann
Effi Briest,Ding,Undirected,,1,Figur,Genderrolle,Genderneutral
Alonzo Gieshübler,Apotheker,Undirected,,1,Figur,Genderrolle,Mann
Alonzo Gieshübler,Gieshübler,Undirected,,1,Figur,Genderrolle,Mann
Alonzo Gieshübler,Alonzo,Undirected,,1,Figur,Genderrolle,Mann
Doktoren,Doktoren,Undirected,,1,Figur,Genderrolle,Mann
Menschen,Mensch,Undirected,,1,Figur,Genderrolle,Genderneutral
Resektsperson,Respektsperson,Undirected,,1,Figur,Genderrolle,Genderneutral
Geert Instetten,Landrats,Undirected,,1,Figur,Genderrolle,Mann
Prediger,Prediger,Undirected,,1,Figur,Genderrolle,Mann
Alonzo Gieshübler,Doktor,Undirected,,1,Figur,Genderrolle,Mann
Geert Instetten,Mannes,Undirected,,1,Figur,Genderrolle,Mann
Effi Briest,Langschläferin,Undirected,,1,Figur,Genderrolle,Frau
Adjutant,Adjutant,Undirected,,1,Figur,Genderrolle,Mann
Alten,Alten,Undirected,,1,Figur,Genderrolle,Mann
Fürst,Fürst,Undirected,,1,Figur,Genderrolle,Mann
Geschöpf,Geschöpf,Undirected,,1,Figur,Genderrolle,Genderneutral
