Source,Target,Type,Label,Weight,source type,target type,gender
der Bankier,Bankier,Undirected,,1,Figur,Genderrolle,Mann
anderer Wolfgang,Wolfgang,Undirected,,1,Figur,Genderrolle,MAnn
eine Prostituierte,Prostituierte,Undirected,,1,Figur,Genderrolle,Frau
ein Bekannter,Bekannter,Undirected,,1,Figur,Genderrolle,Mann
Rudolf Schmitz,Deutsch-Österreicher,Undirected,,1,Figur,Genderrolle,Mann
Napoleon,Napoleon,Undirected,,1,Figur,Genderrolle,Mann
Napoleon,Stalin,Undirected,,1,Figur,Genderrolle,Mann
Josef Stalin,Stalin,Undirected,,1,Figur,Genderrolle,Mann
eine Polin,Polin,Undirected,,1,Figur,Genderrolle,Frau
Restaurantangestellte,Büfettdame,Undirected,,1,Figur,Genderrolle,Frau
Kellner,Kellner,Undirected,,1,Figur,Genderrolle,Mann
Edgar Allan Poe,Edgar Allan Poe,Undirected,,1,Figur,Genderrolle,Mann
Rudolf Schmitz,Stimmungsmensch,Undirected,,1,Figur,Genderrolle,Mann
Rudolf Schmitz,Frau,Undirected,,1,Figur,Genderrolle,Frau
Helleninnen,Helleninnen,Undirected,,1,Figur,Genderrolle,Frau
Helene Glanz,Schönste,Undirected,,1,Figur,Genderrolle,Frau
Helene Glanz,Paneuropa,Undirected,,1,Figur,Genderrolle,Frau
Rudolf Schmitz,Stier,Undirected,,1,Figur,Genderrolle,Gendeneutral
Rudolf Schmitz,Panstier,Undirected,,1,Figur,Genderrolle,Gendeneutral
Helene Glanz,Helene Glanz,Undirected,,1,Figur,Genderrolle,Frau
Alois Kobler,Soldat,Undirected,,1,Figur,Genderrolle,Mann
Bernard Shaw,Bernard Shaw,Undirected,,1,Figur,Genderrolle,Mann
Bernard Shaw,Irländer,Undirected,,1,Figur,Genderrolle,Mann
Bernard Shaw,Nobel,Undirected,,1,Figur,Genderrolle,Mann
Rudolf Schmitz,Kind,Undirected,,1,Figur,Genderrolle,Genderneutral
Tante Natalie Schmitz,Tante Natalie,Undirected,,1,Figur,Genderrolle,Frau
Tante Natalie Schmitz,Tante,Undirected,,1,Figur,Genderrolle,Frau
ein Deckoffizier,ein Deckoffizier,Undirected,,1,Figur,Genderrolle,Mann
die Franzosen,Faschisten,Undirected,,1,Figur,Genderrolle,Mann
Mariann (?Token Herr von Bogner1154),Mariann,Undirected,,1,Figur,Genderrolle,Frau
Graf von Monte Christo,Graf von Monte Christo,Undirected,,1,Figur,Genderrolle,Mann
französische Kolonialvölker,Kolonialvölker,Undirected,,1,Figur,Genderrolle,Genderneutral
Franzosen,Franzosen,Undirected,,1,Figur,Genderrolle,Mann
Schwarze,Schwarze,Undirected,,1,Figur,Genderrolle,Genderneutral
Schwarze,Neger,Undirected,,1,Figur,Genderrolle,Mann
Plantagenbesitzer,Plantagenbesitzer,Undirected,,1,Figur,Genderrolle,Mann
Rudolf Schmitz,Weiße,Undirected,,1,Figur,Genderrolle,Mann
Weiße,Weiße,Undirected,,1,Figur,Genderrolle,Mann
Rudolf Schmitz,Bestien,Undirected,,1,Figur,Genderrolle,Mann
Weiße,Bestien,Undirected,,1,Figur,Genderrolle,Mann
ein Kellner,Garcon,Undirected,,1,Figur,Genderrolle,Mann
Bajadere,Bajadere,Undirected,,1,Figur,Genderrolle,Frau
Rudolf Schmitz,Literat,Undirected,,1,Figur,Genderrolle,Mann
Bajadere,Gelbe,Undirected,,1,Figur,Genderrolle,Frau
Bajadere,Gottes Ebenbild,Undirected,,1,Figur,Genderrolle,Genderneutral
Matrosen,Matrosen,Undirected,,1,Figur,Genderrolle,Mann
Matrosen,Völkergemisch,Undirected,,1,Figur,Genderrolle,MAnn
eine Bajadere,Hur,Undirected,,1,Figur,Genderrolle,Frau
Bajadere,Huren,Undirected,,1,Figur,Genderrolle,Frau
ein Ober,Ober,Undirected,,1,Figur,Genderrolle,Mann
Prostituierte,Weiber,Undirected,,1,Figur,Genderrolle,Frau
ein Prokurist,Prokurist,Undirected,,1,Figur,Genderrolle,Mann
Frau eines Prokuristen,Frau,Undirected,,1,Figur,Genderrolle,Frau
Karl Marx,Marx,Undirected,,1,Figur,Genderrolle,Mann
Pförtnerin,Pförtnerin,Undirected,,1,Figur,Genderrolle,Frau
Pförtnerin,Alte,Undirected,,1,Figur,Genderrolle,Frau
die Madame,Madame,Undirected,,1,Figur,Genderrolle,Frau
die Madame,Dame,Undirected,,1,Figur,Genderrolle,Frau
Rudolf Schmitz,Älterer,Undirected,,1,Figur,Genderrolle,Mann
Rudolf Schmitz,kein Amerikaner,Undirected,,1,Figur,Genderrolle,Mann
Soldaten,Soldaten,Undirected,,1,Figur,Genderrolle,Mann
Prostituierte,Mädchen,Undirected,,1,Figur,Genderrolle,Frau
Gäste,Gäste,Undirected,,1,Figur,Genderrolle,Genderneutral
Sportstudenten,Sportstudenten,Undirected,,1,Figur,Genderrolle,Mann
erster Herr,Herren,Undirected,,1,Figur,Genderrolle,Mann
zweiter Herr,Herren,Undirected,,1,Figur,Genderrolle,Mann
erster Herr,Junggeselle,Undirected,,1,Figur,Genderrolle,Mann
ein Pianist,ein Pianist,Undirected,,1,Figur,Genderrolle,Mann
ein Pianist,Regierungsrat,Undirected,,1,Figur,Genderrolle,Mann
ein Kellner,Kellner,Undirected,,1,Figur,Genderrolle,Mann
ein Kellner,Adolf Menjou,Undirected,,1,Figur,Genderrolle,Mann
Prostituierte,Dirnen,Undirected,,1,Figur,Genderrolle,Frau
erste Prostituierte,Dame,Undirected,,1,Figur,Genderrolle,Frau
Irmgard,Deutsche,Undirected,,1,Figur,Genderrolle,Frau
zweite Prostituerte,Negerin,Undirected,,1,Figur,Genderrolle,Frau
Prostituierte,Kolleginnen,Undirected,,1,Figur,Genderrolle,Frau
Prostituierte,Französinnen,Undirected,,1,Figur,Genderrolle,Frau
Prostituierte,Rumäninnen,Undirected,,1,Figur,Genderrolle,Frau
Prostituierte,Däninnen,Undirected,,1,Figur,Genderrolle,Frau
Prostituierte,Engländerinnen,Undirected,,1,Figur,Genderrolle,Frau
Prostituierte,Ungarinnen,Undirected,,1,Figur,Genderrolle,Frau
Irmgard,Irmgard,Undirected,,1,Figur,Genderrolle,Frau
Irmgard,Verkäuferin,Undirected,,1,Figur,Genderrolle,Frau
Irmgard,Fabrikarbeiterin,Undirected,,1,Figur,Genderrolle,Frau
Irmgard,Landkind,Undirected,,1,Figur,Genderrolle,Genderneutral
Karl Zeschke,Karl Zeschke,Undirected,,1,Figur,Genderrolle,Mann
Rudolf Schmitz,Schriftsteller,Undirected,,1,Figur,Genderrolle,Mann
Irmgard,Weiberl,Undirected,,1,Figur,Genderrolle,Frau
Van Gogh,Van Gogh,Undirected,,1,Figur,Genderrolle,Mann
Van Gogh,Maler,Undirected,,1,Figur,Genderrolle,Mann
Rudolf Schmitz,kein Lyriker,Undirected,,1,Figur,Genderrolle,Mann
eine Dame,Dame,Undirected,,1,Figur,Genderrolle,Frau
Alfons Kobler,kein Amerikaner,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Bestien,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Weiße,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Verehrter,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Oberstleutnant,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Veterinär,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Eminenz,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Kommerzialrat,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,General,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Maejstät,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Baron,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Reisender,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Mittelstandsprößling,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Kind,Undirected,,1,Figur,Genderrolle,Genderneutral
Alfons Kobler,kein Pazifist,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Abstinenzler,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Hochstapler,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Schnorrer,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,kein Soldat,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Soldat,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Faschist,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Nihilist,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Signor,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Deutsche,Undirected,,1,Figur,Genderrolle,Gendeneutral
Alfons Kobler,Handelsleute,Undirected,,1,Figur,Genderrolle,Gendeneutral
Alfons Kobler,Leutl,Undirected,,1,Figur,Genderrolle,Gendeneutral
Alfons Kobler,Deutscher,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Angestellter,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Mann,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Bolschewik,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Demokrat,Undirected,,1,Figur,Genderrolle,MAnn
Alfons Kobler,kein Emigrant,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Kaufmann,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Herren,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,kein Narziß,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Freund,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Darling,Undirected,,1,Figur,Genderrolle,Genderneutral
Alfons Kobler,Alfons,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Mensch,Undirected,,1,Figur,Genderrolle,Genderneutral
Alfons Kobler,Subjekt,Undirected,,1,Figur,Genderrolle,Genderneutral
Alfons Kobler,Enttäuschung,Undirected,,1,Figur,Genderrolle,Genderneutral
Alfons Kobler,Schurken,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Herr,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Verkäufer,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Herr Alfons Kobler,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Kobler,Undirected,,1,Figur,Genderrolle,Mann
Alfons Kobler,Herr Kobler,Undirected,,1,Figur,Genderrolle,Mann
